gameID,teamID,season,date,location,goals,xGoals,shots,shotsOnTarget,deep,ppda,fouls,corners,yellowCards,redCards,result
3252,174,2016,2016-12-17 23:00:00,h,1,0.552439,5,2,2,8.7727,17,3,1.0,0,D
3252,182,2016,2016-12-17 23:00:00,a,1,0.407775,10,3,4,7.8065,12,3,3.0,0,D
3253,163,2016,2016-12-17 23:00:00,h,1,1.36607,12,4,5,3.3243,15,6,1.0,0,L
3253,162,2016,2016-12-17 23:00:00,a,2,1.29477,14,5,3,11.5357,11,6,0.0,0,W
3254,179,2016,2016-12-17 23:00:00,h,2,2.16637,21,9,11,8.75,12,6,4.0,0,W
3254,175,2016,2016-12-17 23:00:00,a,1,0.372589,9,3,3,26.8182,13,3,2.0,1,L
3255,166,2016,2016-12-17 23:00:00,h,4,2.31433,22,8,6,16.7826,11,5,2.0,0,W
3255,176,2016,2016-12-17 23:00:00,a,0,0.52356,11,3,4,7.3929,12,1,2.0,1,L
3256,170,2016,2016-12-18 18:00:00,h,2,2.03736,8,3,4,7.7308,13,3,1.0,0,W
3256,181,2016,2016-12-18 18:00:00,a,1,1.21955,11,4,9,12.3571,21,3,3.0,1,L
3257,164,2016,2016-12-18 20:00:00,h,2,1.1828,13,5,5,7.1875,13,6,0.0,0,W
3257,160,2016,2016-12-18 20:00:00,a,0,0.828531,13,4,5,13.25,15,2,0.0,0,L
3258,171,2016,2016-12-18 23:45:00,h,1,1.27883,13,4,4,4.9677,20,6,4.0,1,L
3258,178,2016,2016-12-18 23:45:00,a,3,1.81087,17,10,7,6.3103,20,9,2.0,0,W
3259,175,2016,2016-12-21 23:50:00,h,0,1.38219,18,3,9,4.3,15,12,1.0,0,D
3259,182,2016,2016-12-21 23:50:00,a,0,0.16258,5,3,0,7.2759,11,2,1.0,1,D
3260,176,2016,2016-12-21 23:50:00,h,0,1.74302,15,3,7,13.5,16,8,2.0,0,D
3260,170,2016,2016-12-21 23:50:00,a,0,1.25509,15,4,3,14.6875,8,0,2.0,2,D
3261,160,2016,2016-12-21 23:50:00,h,1,2.35587,18,6,4,6.84,11,2,1.0,0,D
3261,163,2016,2016-12-21 23:50:00,a,1,0.757351,10,4,1,7.8462,20,1,1.0,0,D
3262,178,2016,2016-12-21 23:50:00,h,2,1.4366,14,3,4,9.2083,12,7,0.0,0,W
3262,167,2016,2016-12-21 23:50:00,a,0,0.762376,13,3,4,17.8,15,3,2.0,0,L
3263,161,2016,2016-12-21 23:50:00,h,5,2.03863,19,7,10,9.7391,8,13,0.0,0,W
3263,179,2016,2016-12-21 23:50:00,a,0,0.102987,4,1,1,25.8,10,3,1.0,0,L
3264,162,2016,2016-12-21 23:50:00,h,1,2.35524,16,4,7,11.8966,7,6,1.0,0,L
3264,164,2016,2016-12-21 23:50:00,a,2,1.52227,7,3,5,7.1724,13,4,3.0,0,W
3265,181,2016,2016-12-21 23:50:00,h,2,1.34846,11,6,4,6.3846,12,3,2.0,0,W
3265,174,2016,2016-12-21 23:50:00,a,0,1.15322,6,3,10,6.5357,19,5,4.0,0,L
3266,171,2016,2016-12-21 23:50:00,h,2,3.35275,21,6,16,6.2143,15,5,3.0,0,W
3266,165,2016,2016-12-21 23:50:00,a,1,2.02367,16,5,3,12.2778,12,2,0.0,1,L
3267,168,2016,2016-12-21 23:50:00,h,1,0.920305,5,2,1,12.5217,15,2,2.0,0,W
3267,166,2016,2016-12-21 23:50:00,a,0,1.3653,17,4,8,13.2381,12,8,0.0,0,L
3268,180,2016,2016-12-21 23:50:00,h,2,1.11607,9,4,8,12.1786,16,5,2.0,0,D
3268,169,2016,2016-12-21 23:50:00,a,2,1.6707,9,4,6,10.0,11,2,1.0,0,D
3281,106,2016,2016-10-26 22:45:00,h,2,2.39829,21,6,12,9.7097,14,2,0.0,0,W
3281,113,2016,2016-10-26 22:45:00,a,1,0.547634,7,2,3,11.6818,18,10,4.0,0,L
3282,98,2016,2016-10-26 22:45:00,h,4,2.13285,13,7,12,9.7273,6,5,0.0,0,W
3282,102,2016,2016-10-26 22:45:00,a,1,0.347792,8,3,4,15.3846,16,2,3.0,0,L
3283,96,2016,2016-10-26 22:45:00,h,4,3.41279,19,12,10,11.3684,6,4,2.0,0,W
3283,116,2016,2016-10-26 22:45:00,a,1,1.28037,15,5,6,18.0,6,10,3.0,0,L
3284,105,2016,2016-10-26 22:45:00,h,2,3.89995,36,10,7,5.8919,7,11,1.0,0,W
3284,108,2016,2016-10-26 22:45:00,a,0,0.29497,8,2,5,25.0714,9,8,2.0,0,L
3285,109,2016,2016-10-26 22:45:00,h,1,1.00976,10,3,8,8.3214,18,6,0.0,0,D
3285,97,2016,2016-10-26 22:45:00,a,1,0.201128,8,4,2,10.25,14,4,4.0,0,D
3286,110,2016,2016-10-26 22:45:00,h,1,1.41393,26,11,3,4.087,15,14,1.0,0,D
3286,115,2016,2016-10-26 22:45:00,a,1,0.725924,4,2,3,16.95,16,1,2.0,0,D
3287,114,2016,2016-10-26 22:45:00,h,0,0.22903,5,0,2,12.56,18,2,3.0,0,L
3287,107,2016,2016-10-26 22:45:00,a,1,0.665026,13,3,1,10.1786,22,8,3.0,0,W
3288,104,2016,2016-10-26 22:45:00,h,1,1.00699,16,3,5,13.9048,12,5,3.0,0,L
3288,95,2016,2016-10-26 22:45:00,a,3,2.21845,16,5,10,7.6,10,11,0.0,0,W
3289,100,2016,2016-10-27 22:45:00,h,1,0.59003,11,2,3,9.4074,15,3,2.0,1,L
3289,99,2016,2016-10-27 22:45:00,a,3,0.990877,11,7,7,10.4074,15,4,2.0,0,W
3290,97,2016,2016-10-29 20:00:00,h,0,0.225855,5,2,0,18.0,8,2,3.0,1,L
3290,110,2016,2016-10-29 20:00:00,a,1,1.71314,12,5,8,7.2895,17,5,3.0,0,W
3291,98,2016,2016-10-29 22:45:00,h,2,0.49027,10,2,5,12.3913,11,3,4.0,0,W
3291,105,2016,2016-10-29 22:45:00,a,1,0.904839,12,2,5,13.5926,10,4,1.0,0,L
3292,107,2016,2016-10-30 15:30:00,h,3,1.30193,15,9,6,10.0435,12,3,1.0,0,W
3292,101,2016,2016-10-30 15:30:00,a,0,0.801499,10,2,8,7.2609,14,3,2.0,0,L
3293,96,2016,2016-10-30 18:00:00,h,2,1.78915,14,6,3,9.0,17,10,2.0,0,W
3293,104,2016,2016-10-30 18:00:00,a,1,1.2589,14,5,3,12.1364,11,4,1.0,0,L
3294,111,2016,2016-10-30 18:00:00,h,1,1.74004,19,9,4,9.1923,11,5,1.0,0,W
3294,114,2016,2016-10-30 18:00:00,a,0,0.736729,15,6,6,8.7037,14,5,2.0,0,L
3295,115,2016,2016-10-30 18:00:00,h,2,1.72351,9,7,1,13.7917,19,4,1.0,0,W
3295,109,2016,2016-10-30 18:00:00,a,0,0.659158,17,3,6,4.56,21,5,2.0,0,L
3296,108,2016,2016-10-30 18:00:00,h,0,0.326558,8,3,4,10.5,18,4,6.0,0,D
3296,95,2016,2016-10-30 18:00:00,a,0,1.44104,23,6,15,5.1667,13,8,3.0,0,D
3297,102,2016,2016-10-30 23:45:00,h,1,0.821852,9,3,4,8.6364,15,4,1.0,0,W
3297,106,2016,2016-10-30 23:45:00,a,0,2.47165,14,3,5,11.9048,14,5,3.0,0,L
3298,99,2016,2016-10-31 22:00:00,h,2,2.11839,16,5,1,20.7143,13,4,2.0,0,D
3298,113,2016,2016-10-31 22:00:00,a,2,1.18042,13,3,6,6.8333,19,4,3.0,0,D
3299,130,2016,2016-10-28 22:30:00,h,0,0.605662,7,2,5,7.5833,19,3,1.0,0,D
3299,132,2016,2016-10-28 22:30:00,a,0,0.388618,6,1,5,15.4333,15,6,2.0,0,D
3300,125,2016,2016-10-29 17:30:00,h,2,2.21072,17,8,5,4.9032,14,5,1.0,0,W
3300,126,2016,2016-10-29 17:30:00,a,0,0.216935,5,2,0,9.3636,8,0,0.0,1,L
3301,131,2016,2016-10-29 17:30:00,h,1,1.1136,6,2,3,4.6875,15,1,1.0,0,L
3301,119,2016,2016-10-29 17:30:00,a,2,2.12119,18,6,10,5.9688,17,4,3.0,0,W
3302,121,2016,2016-10-29 17:30:00,h,1,0.724858,7,3,3,20.24,14,4,2.0,0,L
3302,117,2016,2016-10-29 17:30:00,a,3,3.47304,16,8,11,6.2308,6,10,0.0,0,W
3303,123,2016,2016-10-29 17:30:00,h,1,1.29428,13,4,6,6.1923,25,4,1.0,0,L
3303,135,2016,2016-10-29 17:30:00,a,3,1.71134,14,5,6,7.7353,23,4,3.0,0,W
3304,127,2016,2016-10-29 17:30:00,h,0,0.199603,4,0,2,11.3333,13,2,4.0,0,L
3304,136,2016,2016-10-29 17:30:00,a,2,1.64364,11,4,9,3.9643,16,6,2.0,0,W
3305,129,2016,2016-10-29 20:30:00,h,0,0.816002,9,1,7,7.3704,14,1,4.0,0,D
3305,124,2016,2016-10-29 20:30:00,a,0,0.46649,8,2,5,20.1,21,4,4.0,0,D
3306,120,2016,2016-10-30 18:30:00,h,1,2.77857,23,7,8,11.45,10,7,0.0,0,W
3306,122,2016,2016-10-30 18:30:00,a,0,0.251867,5,2,5,10.1875,20,3,4.0,0,L
3307,134,2016,2016-10-30 20:30:00,h,3,2.93112,18,6,4,6.9167,16,7,3.0,0,W
3307,118,2016,2016-10-30 20:30:00,a,0,0.307566,9,2,1,14.4231,17,4,1.0,1,L
3308,159,2016,2016-10-28 22:45:00,h,0,0.192695,7,4,2,8.5833,19,1,5.0,0,L
3308,140,2016,2016-10-28 22:45:00,a,2,1.47952,9,5,2,5.7586,15,4,2.0,0,W
3309,149,2016,2016-10-29 15:00:00,h,1,0.47946,9,5,0,10.5769,17,3,6.0,0,D
3309,138,2016,2016-10-29 15:00:00,a,1,1.288,20,6,10,7.3529,9,4,2.0,0,D
3310,158,2016,2016-10-29 18:15:00,h,1,1.37267,8,3,1,11.1613,15,4,5.0,0,L
3310,150,2016,2016-10-29 18:15:00,a,4,2.77099,15,5,5,12.1053,6,3,1.0,0,W
3311,143,2016,2016-10-29 20:30:00,h,4,1.96583,16,7,6,10.087,10,6,2.0,1,W
3311,137,2016,2016-10-29 20:30:00,a,2,0.244565,6,3,1,9.7308,10,2,4.0,1,L
3312,148,2016,2016-10-29 22:45:00,h,1,1.75167,15,5,17,4.8966,7,8,1.0,0,W
3312,155,2016,2016-10-29 22:45:00,a,0,0.0445853,1,0,0,25.7857,17,1,4.0,0,L
3313,156,2016,2016-10-30 15:00:00,h,2,1.4571,13,9,5,7.1212,16,3,2.0,0,W
3313,154,2016,2016-10-30 15:00:00,a,1,1.49906,6,1,1,8.1739,16,7,3.0,0,L
3314,147,2016,2016-10-30 19:15:00,h,1,1.4373,18,4,8,3.32,10,9,2.0,0,D
3314,157,2016,2016-10-30 19:15:00,a,1,0.338045,7,3,2,16.0556,11,2,1.0,0,D
3315,153,2016,2016-10-30 21:30:00,h,0,0.72975,13,5,5,6.92,15,8,3.0,0,L
3315,141,2016,2016-10-30 21:30:00,a,1,0.750127,10,5,3,13.5,15,3,3.0,0,W
3316,144,2016,2016-10-30 23:45:00,h,3,2.07556,17,8,6,2.6923,13,8,2.0,0,D
3316,152,2016,2016-10-30 23:45:00,a,3,1.23697,9,6,5,16.6818,22,1,6.0,1,D
3317,139,2016,2016-10-31 23:45:00,h,1,1.3997,16,4,3,8.1429,14,5,1.0,0,D
3317,146,2016,2016-10-31 23:45:00,a,1,1.03333,10,3,2,5.4828,21,6,5.0,0,D
3318,160,2016,2016-10-28 22:45:00,h,0,1.18702,10,2,3,13.6552,21,2,2.0,0,L
3318,161,2016,2016-10-28 22:45:00,a,1,2.23771,17,7,8,5.1613,17,4,1.0,0,W
3319,174,2016,2016-10-29 19:00:00,h,1,0.994552,12,1,5,6.16,16,3,2.0,0,L
3319,178,2016,2016-10-29 19:00:00,a,2,1.78097,7,3,2,6.6,16,2,2.0,1,W
3320,162,2016,2016-10-29 22:00:00,h,0,2.00977,19,11,8,6.7778,11,13,1.0,0,D
3320,181,2016,2016-10-29 22:00:00,a,0,0.61738,8,2,2,6.2143,25,5,1.0,0,D
3321,169,2016,2016-10-29 22:00:00,h,1,1.14355,14,5,4,13.2609,9,7,1.0,0,W
3321,167,2016,2016-10-29 22:00:00,a,0,1.1945,15,3,1,13.1429,12,5,3.0,0,L
3322,182,2016,2016-10-29 22:00:00,h,2,1.86121,11,3,2,10.7308,17,4,3.0,0,W
3322,165,2016,2016-10-29 22:00:00,a,0,1.13534,15,5,7,8.2222,10,3,3.0,0,L
3323,175,2016,2016-10-29 22:00:00,h,1,0.299166,8,2,2,13.2222,11,4,0.0,0,D
3323,171,2016,2016-10-29 22:00:00,a,1,1.24441,13,6,2,6.3125,15,9,4.0,0,D
3324,179,2016,2016-10-29 22:00:00,h,2,1.51804,16,3,1,9.125,13,5,2.0,0,D
3324,166,2016,2016-10-29 22:00:00,a,2,1.3536,8,4,3,15.2381,9,5,1.0,0,D
3325,170,2016,2016-10-30 18:00:00,h,4,1.89491,12,7,7,16.7143,12,2,1.0,0,W
3325,168,2016,2016-10-30 18:00:00,a,1,1.52908,16,4,2,10.6304,19,4,3.0,0,L
3326,163,2016,2016-10-30 20:00:00,h,1,0.878057,10,4,5,9.7917,9,3,0.0,0,W
3326,180,2016,2016-10-30 20:00:00,a,0,0.745738,8,2,4,11.913,17,4,3.0,0,L
3327,164,2016,2016-10-30 23:45:00,h,0,0.67475,10,3,3,12.3182,13,3,1.0,0,D
3327,176,2016,2016-10-30 23:45:00,a,0,0.155588,5,1,3,19.3478,8,0,1.0,0,D
3328,90,2016,2017-01-01 13:30:00,h,1,1.26331,6,2,6,15.3182,11,0,3.0,0,L
3328,82,2016,2017-01-01 13:30:00,a,4,3.06509,19,6,10,7.9375,6,3,0.0,0,W
3329,83,2016,2017-01-01 20:00:00,h,2,1.67138,22,7,19,6.2308,9,8,1.0,0,W
3329,78,2016,2017-01-01 20:00:00,a,0,0.221469,7,4,2,22.8571,7,4,1.0,0,L
3330,93,2016,2017-01-02 16:30:00,h,0,0.697108,9,1,2,7.0,10,2,3.0,0,D
3330,75,2016,2017-01-02 16:30:00,a,0,0.477078,10,4,9,9.3667,9,2,0.0,0,D
3331,72,2016,2017-01-02 15:00:00,h,3,2.34997,17,6,11,11.0,5,10,0.0,0,W
3331,74,2016,2017-01-02 15:00:00,a,0,1.01083,12,3,4,5.3947,14,8,1.0,0,L
3332,88,2016,2017-01-02 15:00:00,h,2,0.617412,14,3,6,11.5294,11,8,4.0,1,W
3332,92,2016,2017-01-02 15:00:00,a,1,0.642111,11,3,5,13.1579,11,8,3.0,0,L
3333,76,2016,2017-01-02 19:00:00,h,3,0.883566,8,5,1,19.4,5,7,0.0,0,W
3333,91,2016,2017-01-02 19:00:00,a,1,0.992341,17,6,2,11.8125,4,9,0.0,0,L
3334,77,2016,2017-01-02 19:00:00,h,2,1.91057,10,5,4,19.5789,10,2,2.0,0,D
3334,87,2016,2017-01-02 19:00:00,a,2,2.332,21,15,10,8.7059,10,5,3.0,0,D
3335,81,2016,2017-01-02 21:15:00,h,0,0.799911,8,2,4,19.5263,9,2,1.0,1,L
3335,89,2016,2017-01-02 21:15:00,a,2,1.64905,13,6,16,7.0625,13,1,2.0,0,W
3336,73,2016,2017-01-03 23:45:00,h,3,1.55859,13,6,4,11.6,10,4,3.0,1,D
3336,83,2016,2017-01-03 23:45:00,a,3,1.12629,14,4,22,6.75,12,7,3.0,0,D
3337,78,2016,2017-01-04 00:00:00,h,1,0.331276,7,3,3,7.5152,13,4,2.0,0,L
3337,84,2016,2017-01-04 00:00:00,a,2,1.18905,11,4,5,11.0952,14,5,1.0,0,W
3338,85,2016,2017-01-04 00:00:00,h,2,1.85359,16,5,4,12.0,10,7,1.0,0,W
3338,90,2016,2017-01-04 00:00:00,a,0,0.510395,9,2,8,7.963,15,6,2.0,0,L
3339,82,2016,2017-01-05 00:00:00,h,2,1.00945,9,2,1,11.0714,9,1,3.0,0,W
3339,80,2016,2017-01-05 00:00:00,a,0,0.912754,11,2,6,13.4211,8,6,2.0,0,L
3340,82,2016,2017-01-14 16:30:00,h,4,2.65474,21,11,9,5.087,11,8,0.0,0,W
3340,76,2016,2017-01-14 16:30:00,a,0,0.165019,3,0,1,12.6667,12,0,2.0,0,L
3341,90,2016,2017-01-14 19:00:00,h,0,0.835827,12,5,5,11.1364,15,3,3.0,0,D
3341,93,2016,2017-01-14 19:00:00,a,0,0.325347,5,1,1,9.7222,15,1,1.0,0,D
3342,77,2016,2017-01-14 19:00:00,h,1,1.1365,13,3,7,7.7931,16,5,3.0,0,L
3342,85,2016,2017-01-14 19:00:00,a,3,1.22897,14,6,8,11.4,11,2,1.0,0,W
3343,84,2016,2017-01-14 19:00:00,h,0,0.488485,12,3,7,14.0833,12,3,2.0,0,L
3343,83,2016,2017-01-14 19:00:00,a,4,2.31811,14,6,21,7.6176,8,2,0.0,0,W
3344,91,2016,2017-01-14 19:00:00,h,3,1.18904,14,3,2,12.9583,13,4,0.0,0,W
3344,73,2016,2017-01-14 19:00:00,a,1,1.43455,8,6,4,12.4667,11,5,1.0,0,L
3345,92,2016,2017-01-14 19:00:00,h,1,0.464555,9,3,4,9.0,14,2,1.0,0,W
3345,74,2016,2017-01-14 19:00:00,a,0,0.962065,20,5,4,6.2857,14,7,2.0,0,L
3346,81,2016,2017-01-14 19:00:00,h,3,1.72338,14,3,2,12.95,10,2,4.0,0,W
3346,78,2016,2017-01-14 19:00:00,a,0,1.06181,10,1,6,8.0952,14,2,2.0,0,L
3347,75,2016,2017-01-14 21:30:00,h,0,0.179144,7,2,2,21.7059,8,3,1.0,0,L
3347,80,2016,2017-01-14 21:30:00,a,3,0.738826,8,3,7,8.25,9,5,0.0,0,W
3348,72,2016,2017-01-15 17:30:00,h,4,0.572528,6,4,4,17.0,17,3,2.0,0,W
3348,88,2016,2017-01-15 17:30:00,a,0,0.569286,13,5,10,5.6522,7,6,2.0,0,L
3349,89,2016,2017-01-15 16:00:00,h,1,1.03178,9,3,6,6.5625,17,5,1.0,0,D
3349,87,2016,2017-01-15 16:00:00,a,1,1.46058,13,4,6,9.8519,13,7,3.0,0,D
3350,87,2016,2017-01-21 15:30:00,h,2,1.24037,16,5,14,4.7813,7,6,1.0,0,L
3350,84,2016,2017-01-21 15:30:00,a,3,1.60482,6,3,8,38.3636,7,3,1.0,0,W
3351,93,2016,2017-01-21 18:00:00,h,1,0.958825,11,2,7,9.3333,7,7,2.0,0,L
3351,81,2016,2017-01-21 18:00:00,a,3,2.6558,13,5,5,15.1053,14,5,1.0,0,W
3352,73,2016,2017-01-21 18:00:00,h,2,1.14791,15,5,7,11.8462,6,9,1.0,0,D
3352,90,2016,2017-01-21 18:00:00,a,2,1.08731,10,3,4,7.963,16,4,1.0,0,D
3353,78,2016,2017-01-21 18:00:00,h,0,0.463733,8,2,6,12.9412,10,8,0.0,0,L
3353,72,2016,2017-01-21 18:00:00,a,1,0.949561,17,8,6,12.4,15,7,1.0,0,W
3354,85,2016,2017-01-21 18:00:00,h,1,0.353777,6,1,4,12.1304,12,1,4.0,0,D
3354,89,2016,2017-01-21 18:00:00,a,1,1.74295,25,8,11,7.2083,13,7,0.0,0,D
3355,76,2016,2017-01-21 18:00:00,h,2,1.3279,14,5,5,10.4286,15,1,1.0,0,W
3355,77,2016,2017-01-21 18:00:00,a,0,0.440887,9,3,5,9.3333,12,4,1.0,0,L
3356,88,2016,2017-01-21 20:30:00,h,2,2.52702,17,7,11,7.2581,10,5,2.0,0,D
3356,82,2016,2017-01-21 20:30:00,a,2,1.12391,6,2,4,11.8421,7,4,4.0,0,D
3357,74,2016,2017-01-22 15:00:00,h,3,2.49923,20,7,4,5.6364,8,7,0.0,0,W
3357,75,2016,2017-01-22 15:00:00,a,0,0.935866,11,2,3,11.6842,10,2,1.0,0,L
3358,83,2016,2017-01-22 17:15:00,h,2,1.86443,24,8,19,8.2143,12,10,1.0,1,W
3358,92,2016,2017-01-22 17:15:00,a,1,1.29948,13,7,7,17.7647,11,4,3.0,0,L
3359,80,2016,2017-01-22 19:30:00,h,2,1.47165,9,5,9,15.2381,12,9,1.0,0,W
3359,91,2016,2017-01-22 19:30:00,a,0,0.314532,9,4,6,9.6071,10,7,3.0,0,L
3360,83,2016,2017-01-31 22:45:00,h,1,1.07765,20,5,15,4.1,12,9,3.0,0,L
3360,90,2016,2017-01-31 22:45:00,a,2,0.918309,10,6,2,10.1515,15,5,3.0,0,W
3361,73,2016,2017-01-31 22:45:00,h,0,0.32099,10,2,1,3.0909,14,2,0.0,0,L
3361,78,2016,2017-01-31 22:45:00,a,2,1.60667,11,3,3,6.9355,23,3,4.0,0,W
3362,92,2016,2017-01-31 22:45:00,h,1,1.82995,24,3,13,6.3158,4,10,1.0,0,W
3362,75,2016,2017-01-31 22:45:00,a,0,0.775645,13,5,4,18.6667,8,2,0.0,0,L
3363,93,2016,2017-01-31 22:45:00,h,1,1.18135,11,3,5,6.1765,12,4,2.0,0,D
3363,76,2016,2017-01-31 22:45:00,a,1,1.25288,15,5,4,11.8182,13,2,1.0,0,D
3364,77,2016,2017-01-31 22:45:00,h,0,0.228009,3,1,4,11.5909,9,2,2.0,0,D
3364,82,2016,2017-01-31 22:45:00,a,0,0.682758,14,3,6,7.5833,13,12,1.0,0,D
3365,84,2016,2017-01-31 22:45:00,h,2,0.760046,12,5,2,15.7727,10,5,2.0,0,W
3365,74,2016,2017-01-31 22:45:00,a,1,0.907103,10,2,5,9.1538,19,4,0.0,0,L
3366,87,2016,2017-01-31 23:00:00,h,1,1.20485,7,3,8,6.3871,13,3,2.0,0,D
3366,80,2016,2017-01-31 23:00:00,a,1,1.0666,8,2,3,11.3929,8,3,1.0,0,D
3367,81,2016,2017-02-01 22:45:00,h,0,0.49472,6,1,4,14.6129,11,2,3.0,0,L
3367,88,2016,2017-02-01 22:45:00,a,4,2.66472,11,4,11,6.5652,14,4,3.0,0,W
3368,89,2016,2017-02-01 23:00:00,h,0,1.48151,16,6,13,5.7097,20,7,1.0,0,D
3368,91,2016,2017-02-01 23:00:00,a,0,0.395896,6,2,4,19.5882,16,1,4.0,0,D
3369,85,2016,2017-02-01 23:00:00,h,1,1.7362,14,7,8,8.5313,21,5,1.0,0,D
3369,72,2016,2017-02-01 23:00:00,a,1,0.870158,15,5,3,13.9333,12,5,0.0,0,D
3370,80,2016,2017-02-04 12:30:00,h,3,1.95451,13,6,8,7.9444,14,10,1.0,0,W
3370,83,2016,2017-02-04 12:30:00,a,1,0.950035,9,5,7,9.0,8,13,1.0,0,L
3371,78,2016,2017-02-04 15:00:00,h,0,2.45994,21,9,5,5.2414,8,6,3.0,0,L
3371,77,2016,2017-02-04 15:00:00,a,4,0.837361,10,7,1,19.1538,8,1,3.0,0,W
3372,72,2016,2017-02-04 15:00:00,h,6,2.75981,15,10,4,24.5,14,4,3.0,0,W
3372,73,2016,2017-02-04 15:00:00,a,3,2.1501,18,8,12,11.08,4,8,1.0,0,L
3373,91,2016,2017-02-04 15:00:00,h,2,1.88587,7,4,3,33.3333,9,1,2.0,0,W
3373,87,2016,2017-02-04 15:00:00,a,0,1.12538,22,5,16,4.8182,12,15,1.0,0,L
3374,90,2016,2017-02-04 15:00:00,h,2,1.66308,16,7,4,9.6111,12,3,5.0,0,W
3374,92,2016,2017-02-04 15:00:00,a,1,1.4777,11,7,2,11.381,10,6,0.0,1,L
3375,76,2016,2017-02-04 15:00:00,h,1,1.84983,15,4,6,29.875,6,5,2.0,0,W
3375,85,2016,2017-02-04 15:00:00,a,0,1.10818,12,2,4,5.68,13,6,2.0,0,L
3376,74,2016,2017-02-04 15:00:00,h,1,1.06276,21,7,5,10.1429,12,3,0.0,0,L
3376,81,2016,2017-02-04 15:00:00,a,3,0.91785,6,4,2,9.4483,15,2,2.0,0,W
3377,82,2016,2017-02-04 17:30:00,h,1,2.10053,17,5,14,7.1429,8,11,0.0,0,W
3377,93,2016,2017-02-04 17:30:00,a,0,0.50484,8,0,6,18.5,11,2,1.0,0,L
3378,88,2016,2017-02-05 13:30:00,h,2,2.87972,17,5,13,9.1765,9,10,2.0,0,W
3378,84,2016,2017-02-05 13:30:00,a,1,0.11445,4,2,0,20.3889,13,3,3.0,0,L
3379,75,2016,2017-02-05 16:00:00,h,0,0.492009,11,1,1,19.8235,12,10,2.0,0,L
3379,89,2016,2017-02-05 16:00:00,a,3,1.98688,15,9,9,6.2,13,3,4.0,0,W
3380,83,2016,2017-02-11 12:30:00,h,2,3.1235,17,7,17,10.7391,12,3,3.0,0,W
3380,91,2016,2017-02-11 12:30:00,a,0,0.466403,9,4,4,11.3182,9,8,1.0,1,L
3381,89,2016,2017-02-11 15:00:00,h,2,2.627,22,11,9,9.2593,10,5,1.0,0,W
3381,90,2016,2017-02-11 15:00:00,a,0,0.641058,9,3,3,13.04,12,1,0.0,0,L
3382,93,2016,2017-02-11 15:00:00,h,0,0.651056,9,3,5,13.8519,14,5,2.0,0,D
3382,72,2016,2017-02-11 15:00:00,a,0,0.831644,7,3,8,7.2432,9,2,0.0,0,D
3383,85,2016,2017-02-11 15:00:00,h,1,0.720883,7,4,6,7.0769,10,5,1.0,0,W
3383,78,2016,2017-02-11 15:00:00,a,0,0.202159,6,1,2,6.5152,14,5,3.0,0,L
3384,77,2016,2017-02-11 15:00:00,h,0,0.197925,6,1,3,13.0,12,6,1.0,0,L
3384,74,2016,2017-02-11 15:00:00,a,4,1.72717,15,8,9,8.3438,14,2,0.0,0,W
3385,81,2016,2017-02-11 15:00:00,h,2,1.17553,16,4,5,7.1667,7,7,3.0,0,D
3385,76,2016,2017-02-11 15:00:00,a,2,0.769974,8,3,2,13.8636,14,5,2.0,0,D
3386,87,2016,2017-02-11 17:30:00,h,2,2.38009,17,9,10,6.8125,14,10,3.0,0,W
3386,82,2016,2017-02-11 17:30:00,a,0,0.622104,7,2,3,7.7143,14,3,4.0,0,L
3387,92,2016,2017-02-12 13:30:00,h,1,0.906366,7,4,5,16.2917,12,1,3.0,0,D
3387,80,2016,2017-02-12 13:30:00,a,1,0.800222,13,2,11,5.5455,11,1,2.0,0,D
3388,84,2016,2017-02-12 16:00:00,h,2,0.693376,10,4,2,13.8421,7,7,2.0,0,W
3388,75,2016,2017-02-12 16:00:00,a,0,0.672883,9,1,6,11.7391,14,3,2.0,0,L
3389,73,2016,2017-02-13 20:00:00,h,0,0.152385,5,1,4,16.0952,8,3,2.0,0,L
3389,88,2016,2017-02-13 20:00:00,a,2,2.953,17,5,8,7.64,11,7,3.0,0,W
3390,74,2016,2017-05-10 19:45:00,h,0,1.25259,14,3,4,16.3571,5,8,1.0,0,L
3390,83,2016,2017-05-10 19:45:00,a,2,1.35954,11,4,15,11.7,5,5,2.0,0,W
3391,80,2016,2017-02-25 15:00:00,h,3,1.22573,16,5,19,10.4286,11,8,1.0,0,W
3391,84,2016,2017-02-25 15:00:00,a,1,0.280172,3,2,1,15.2963,14,1,3.0,0,L
3392,78,2016,2017-02-25 15:00:00,h,1,0.808522,15,3,9,8.4194,13,4,3.0,0,W
3392,93,2016,2017-02-25 15:00:00,a,0,0.82885,11,4,7,6.2273,15,2,1.0,0,L
3393,72,2016,2017-02-25 15:00:00,h,2,1.70366,20,8,3,5.9524,10,10,0.0,0,W
3393,77,2016,2017-02-25 15:00:00,a,0,0.505952,10,1,2,17.8824,16,6,2.0,0,L
3394,91,2016,2017-02-25 15:00:00,h,1,1.59037,15,1,5,14.4286,8,6,1.0,0,D
3394,92,2016,2017-02-25 15:00:00,a,1,0.473058,10,3,4,15.3125,13,3,1.0,1,D
3395,76,2016,2017-02-25 15:00:00,h,2,1.6124,13,4,5,16.381,12,8,2.0,0,W
3395,73,2016,2017-02-25 15:00:00,a,1,1.22747,12,4,12,13.6,5,6,0.0,0,L
