"playerID","name"
"1588","Raúl Albiol"
"1395","Vlad Chiriches"
"1375","Elseid Hysaj"
"1381","Marek Hamsik"
"1857","David López"
"1184","Mirko Valdifiori"
"1393","Lorenzo Insigne"
"1293","Gonzalo Higuaín"
"1384","Dries Mertens"
"1385","Omar El Kaddouri"
"1382","José Callejón"
"1383","Manolo Gabbiadini"
"1505","Samir Handanovic"
"1509","Davide Santon"
"1507","Miranda"
"1508","Jeison Murillo"
"1247","Juan Jesus"
"1510","Gary Medel"
"1516","Geoffrey Kondogbia"
"1525","Assane Demoya Gnoukouri"
"1511","Marcelo Brozovic"
"1513","Mauro Icardi"
"1518","Rodrigo Palacio"
"1524","Stevan Jovetic"
"1570","Rey Manaj"
"1291","Hernanes"
"1501","Marco Sportiello"
"1485","Andrea Masiello"
"1610","Nicolò Cherubin"
"1556","Guglielmo Stendardo"
"1490","Boukary Dramé"
"1557","Carlos Carmona"
"1492","Jasmin Kurtic"
"2029","Maximiliano Moralez"
"1984","Germán Denis"
"1491","Alejandro Gomez"
"1494","Mauricio Pinilla"
"1502","Marco D&#039;Alessandro"
"1503","Giulio Migliaccio"
"1305","Lukasz Skorupski"
"1323","Marco Zambelli"
"4032","Luca Martinelli"
"1320","Federico Barba"
"1792","Mário Rui"
"1312","Daniele Croce"
"1386","Piotr Zielinski"
"1326","Assane Diousse"
"1313","Riccardo Saponara"
"1315","Massimo Maccarone"
"1318","Manuel Pucciarelli"
"1319","Levan Mchedlidze"
"1607","Franco Signorelli"
"1160","Albano Bizzarri"
"1344","Nicolas Frey"
"1330","Alessandro Gamberini"
"1572","Bostjan Cesar"
"1332","Massimo Gobbi"
"1336","Valter Birsa"
"1341","Ivan Radovanovic"
"1334","Perparim Hetemaj"
"1333","Lucas Castro"
"1912","Paul-José M&#039;Poku"
"1337","Riccardo Meggiorini"
"1335","Nicola Rigoni"
"1329","Fabrizio Cacciatore"
"1416","Ciprian Tatarusanu"
"1435","Nenad Tomovic"
"1418","Gonzalo Rodríguez"
"1884","Facundo Roncaglia"
"1430","Milan Badelj"
"1422","Borja Valero"
"1967","Gilberto"
"1426","Josip Ilicic"
"1424","Federico Bernardeschi"
"1425","Nikola Kalinic"
"1622","Matías Fernández"
"1419","Davide Astori"
"1618","Diego López"
"1120","Mattia De Sciglio"
"1119","Alessio Romagnoli"
"1131","Rodrigo Ely"
"1590","Luca Antonelli"
"1121","Giacomo Bonaventura"
"1948","Nigel de Jong"
"1641","Andrea Bertolacci"
"1124","Keisuke Honda"
"1127","Luiz Adriano"
"1125","Carlos Bacca"
"1133","Cristian Zapata"
"2048","Antonio Nocerino"
"2006","Alessio Cerci"
"1873","Nicola Leali"
"1352","Aleandro Rosi"
"1807","Modibo Diakité"
"1861","Adriano Russo"
"1862","Roberto Crivello"
"1963","Luca Paganini"
"1869","Robert Gucher"
"1864","Mirko Gori"
"1871","Danilo Soddimo"
"1867","Federico Dionisi"
"1874","Samuele Longo"
"2044","Daniele Verde"
"1870","Massimiliano Carlini"
"1859","Matteo Ciofani"
"1195","Daniele Padelli"
"1800","Kamil Glik"
"1377","Nikola Maksimovic"
"1196","Emiliano Moretti"
"1567","Bruno Peres"
"1933","Danilo Avelar"
"1183","Marco Benassi"
"1182","Daniele Baselli"
"1269","Alessandro Gazzi"
"1188","Maxi López"
"1230","Fabio Quagliarella"
"1192","Afriyie Acquah"
"1194","Giuseppe Vives"
"1198","Josef Martínez"
"1458","Ibrahima Mbaye"
"1439","Domenico Maietta"
"1452","Godfred Donsah"
"1448","Erick Pulgar"
"1979","Filippo Falco"
"1473","Matteo Politano"
"1953","Karim Laribi"
"1129","Suso"
"1117","Andrea Poli"
"1394","Lorenzo Tonelli"
"1307","Andrea Costa"
"1322","Raffaele Maiello"
"1823","Lucas Digne"
"1187","Adem Ljajic"
"1942","Martín Cáceres"
"1296","Stefano Sturaro"
"1804","Álvaro Morata"
"1852","Ante Rebic"
"1644","Giuseppe Rossi"
"5821","Alexander Merkel"
"1975","Marquinho"
"1840","Aljaz Struna"
